gl,16,10000,rok,30,28.38682781657347,28.503521605722785,28.422715151936366,28.389838319393675,28.388890827789197,28.388387401554137,28.388178085147736,28.38795403949077,28.38749570422924,28.386927273440808,28.38682781657347,6455.3,315.2,453.85
ri,16,10000,rok,30,28.551129900001808,28.645195924952123,28.55901523014499,28.555436836693882,28.553114116212043,28.552638473236648,28.551952419128675,28.551446305918045,28.55133631573628,28.55124651658692,28.551129900001808,5896.05,290.95,442.9
vn,16,10000,rok,30,28.423208041288415,28.507755343735976,28.42900225606591,28.425990612776776,28.425188584712423,28.424734556986504,28.42432085806363,28.423991771296706,28.423426772977145,28.423354799411793,28.423208041288415,6587.65,335.3,471.65
ra,16,10000,rok,30,28.297482811752076,28.42595531411637,28.33793701181374,28.32916963769469,28.327632274610572,28.32692673438793,28.317874785685127,28.31755947383194,28.317283558207283,28.306858520985664,28.297482811752076,7790.95,438.65,530.2
gl,30,10000,rok,30,28.26140480934428,28.363354143290564,28.32947236800026,28.326216715606314,28.294548676030292,28.29418503922895,28.262928573376122,28.26278435031633,28.262301441000197,28.261551088891395,28.26140480934428,6523.35,527.25,766.75
ri,30,10000,rok,30,28.12376249461413,28.294856280742984,28.221280989898805,28.210909966034485,28.17924281555521,28.176220358165505,28.159182683229886,28.156545022228073,28.152177252721504,28.124650782245205,28.12376249461413,6186.0,548.85,851.6
vn,30,10000,rok,30,28.32254510849582,28.51977230182652,28.391325566277736,28.35970618008277,28.32558368385454,28.324603157922184,28.32440791909583,28.324094091298264,28.323114979439207,28.322725824336032,28.32254510849582,6781.1,562.25,788.7
ra,30,10000,rok,30,28.258689442801586,28.39348269638138,28.3251356205751,28.324227485582355,28.264825146069228,28.260648582798314,28.260393734976084,28.259737638559773,28.25920917735062,28.25894815446798,28.258689442801586,6598.75,591.5,842.25
gl,49,10000,rok,30,28.162774214476304,28.247218962868487,28.234387875889645,28.199609943439317,28.197621438551373,28.196579009045234,28.196251833563206,28.1935247839191,28.163778020358063,28.16311852309994,28.162774214476304,7387.35,864.15,1119.0
ri,49,10000,rok,30,28.195567904155315,28.33020891516573,28.26505115803615,28.199696929091214,28.197801703348556,28.197123514075933,28.19645926132273,28.19626460057456,28.195970273190802,28.19560981221782,28.195567904155315,6051.45,788.65,1205.75
vn,49,10000,rok,30,28.226370155064593,28.331714007211225,28.23248318609427,28.23045104418386,28.228685847823744,28.227743472799908,28.227453534235046,28.22710157642618,28.22674260180748,28.226567087430748,28.226370155064593,6142.35,797.7,1213.45
ra,49,10000,rok,30,28.16170900428724,28.277515573880077,28.213575299767996,28.171611195108177,28.164544691344293,28.163951909508746,28.16279776760744,28.16211242646179,28.162070614967746,28.161867943634483,28.16170900428724,6412.05,914.55,1309.8
gl,16,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,427.85,94.55,639.4
ri,16,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,430.95,79.6,621.6
vn,16,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,443.1,75.95,597.9
ra,16,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,439.95,110.8,764.9
gl,30,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,420.15,102.9,977.05
ri,30,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,424.25,106.75,1021.35
vn,30,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,421.35,109.4,1032.1
ra,30,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,430.6,113.05,1084.45
gl,49,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,411.15,143.25,1552.15
ri,49,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,417.5,151.9,1710.9
vn,49,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,413.85,156.95,1736.0
ra,49,10000,ack,30,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,421.1,161.7,1707.05
gl,16,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.85,39.95,579.5
ri,16,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.8,43.1,605.9
vn,16,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.95,41.2,585.5
ra,16,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.95,43.65,594.7
gl,30,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.1,62.55,951.15
ri,30,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.45,68.05,1063.05
vn,30,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.1,70.0,1034.35
ra,30,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.95,71.95,1062.4
gl,49,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.9,86.8,1514.35
ri,49,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.65,96.8,1675.5
vn,49,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.5,88.9,1633.9
ra,49,10000,ras,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.55,107.55,1723.75
